epoch,acc_train,acc_test,time_epoch,time_train,time_train_step,time_test,time_test_allreduce,time
0,0.5374761819839478,0.03151769936084747,9.032883405685425,8.423270225524902,0.0033037662506103516,0.5150179862976074,0.09459519386291504,9.032912254333496
1,0.02900904417037964,0.027228981256484985,2.8120782375335693,2.1768839359283447,0.003375530242919922,0.47095608711242676,0.16423821449279785,11.845081329345703
2,0.026988476514816284,0.025770962238311768,2.72981333732605,2.1044678688049316,0.003627300262451172,0.4660966396331787,0.15924882888793945,14.575018167495728
3,0.025535976514220238,0.02497868984937668,2.8628036975860596,2.239088296890259,0.002688169479370117,0.49025607109069824,0.13345932960510254,17.437926054000854
4,0.02432400733232498,0.022306371480226517,2.842658519744873,2.1992974281311035,0.003614187240600586,0.484832763671875,0.15852832794189453,20.280670642852783
5,0.022756073623895645,0.020237857475876808,2.844698429107666,2.179924488067627,0.004369020462036133,0.4656810760498047,0.19909286499023438,23.12548017501831
6,0.024319002404808998,0.01900911144912243,2.844003200531006,2.200784206390381,0.0032591819763183594,0.5404083728790283,0.10281062126159668,25.969582557678223
7,0.02233913727104664,0.022460509091615677,2.7697601318359375,2.1354966163635254,0.003191232681274414,0.4779055118560791,0.156358003616333,28.739441871643066
8,0.022579265758395195,0.02037988044321537,2.8263025283813477,2.1676883697509766,0.003439664840698242,0.4882209300994873,0.1703932285308838,31.565847873687744
9,0.019124379381537437,0.016052721068263054,2.801884889602661,2.2063801288604736,0.004011869430541992,0.508591890335083,0.08691287040710449,34.36781334877014
10,0.01566225104033947,0.012751820497214794,2.8577263355255127,2.1989452838897705,0.005040407180786133,0.46009206771850586,0.19868898391723633,37.22563171386719
11,0.019459113478660583,0.02159266360104084,2.851797580718994,2.21882700920105,0.002969503402709961,0.47193121910095215,0.1610393524169922,40.07754039764404
12,0.015301087871193886,0.01281032245606184,2.7705342769622803,2.1330249309539795,0.0032989978790283203,0.48348355293273926,0.15402579307556152,42.84815979003906
13,0.01380847953259945,0.012341663241386414,2.7638635635375977,2.1644392013549805,0.003232240676879883,0.46416807174682617,0.13525629043579102,45.61210894584656
14,0.015023822896182537,0.014955242164433002,2.7789976596832275,2.140578031539917,0.0035283565521240234,0.4696810245513916,0.16873860359191895,48.39120936393738
15,0.013421935960650444,0.018193820491433144,2.8152835369110107,2.168987512588501,0.0044155120849609375,0.4871656894683838,0.15913033485412598,51.206589221954346
16,0.012909574434161186,0.011882392689585686,2.8788633346557617,2.1902060508728027,0.0039081573486328125,0.502964973449707,0.18569231033325195,54.08553719520569
17,0.010796096175909042,0.014595802873373032,2.7941691875457764,2.1717724800109863,0.0025916099548339844,0.49300432205200195,0.12939238548278809,56.87979245185852
18,0.01140251662582159,0.011179895140230656,2.819369316101074,2.2383124828338623,0.0032663345336914062,0.47442078590393066,0.10663604736328125,59.69924259185791
19,0.010298976674675941,0.011529979296028614,2.8690733909606934,2.1876132488250732,0.0037348270416259766,0.5023515224456787,0.1791086196899414,62.56840395927429
20,0.010045444592833519,0.009328639134764671,2.809570789337158,2.1828572750091553,0.0035376548767089844,0.5161545276641846,0.11055898666381836,65.37806582450867
21,0.01018072571605444,0.010177619755268097,2.7854812145233154,2.1660377979278564,0.0024738311767578125,0.4889676570892334,0.13047575950622559,68.16363763809204
22,0.009691067039966583,0.00854138471186161,2.8557755947113037,2.1958839893341064,0.0030660629272460938,0.4600706100463867,0.19982099533081055,71.0195083618164
23,0.009321211837232113,0.0072635929100215435,2.7871625423431396,2.1866261959075928,0.0021691322326660156,0.5272154808044434,0.07332086563110352,73.8067455291748
24,0.009687746874988079,0.00844400841742754,2.970496416091919,2.300727605819702,0.004445075988769531,0.5088021755218506,0.1609666347503662,76.77732515335083
25,0.00919207464903593,0.007477459032088518,2.8143563270568848,2.1528239250183105,0.0031316280364990234,0.4708561897277832,0.19067621231079102,79.59177422523499
26,0.00949772261083126,0.008072761818766594,2.8014049530029297,2.193768262863159,0.002736330032348633,0.4831094741821289,0.1245272159576416,82.39326167106628
27,0.00864038523286581,0.007219549268484116,2.8478188514709473,2.225104808807373,0.004021883010864258,0.5023043155670166,0.12040972709655762,85.24116683006287
28,0.009506193920969963,0.006807703524827957,2.7960727214813232,2.1576759815216064,0.003475189208984375,0.5346667766571045,0.1037299633026123,88.03733372688293
29,0.009063605219125748,0.008062190376222134,2.835449457168579,2.180880308151245,0.004467010498046875,0.5037257671356201,0.15084338188171387,90.87287712097168
30,0.008640305139124393,0.0062423511408269405,2.7321035861968994,2.122527599334717,0.0025539398193359375,0.5037646293640137,0.10581135749816895,93.60506963729858
31,0.007439135108143091,0.010395154356956482,2.809988498687744,2.166682243347168,0.0023126602172851562,0.4865715503692627,0.15673470497131348,96.41515803337097
32,0.007885321974754333,0.009559388272464275,2.8144774436950684,2.1936705112457275,0.0034165382385253906,0.4954953193664551,0.12531161308288574,99.22971725463867
33,0.008548730053007603,0.006342597305774689,2.8350894451141357,2.2323827743530273,0.003359556198120117,0.49996137619018555,0.10274529457092285,102.0648922920227
34,0.007006858009845018,0.00734665198251605,2.790652275085449,2.1568236351013184,0.0033235549926757812,0.47431206703186035,0.1595165729522705,104.85563158988953
35,0.008305988274514675,0.005235602147877216,2.8418333530426025,2.176006555557251,0.0037136077880859375,0.48742127418518066,0.1784055233001709,107.69757032394409
36,0.008654475212097168,0.00532525684684515,2.7986068725585938,2.1755471229553223,0.004012584686279297,0.49517083168029785,0.12788891792297363,110.49627804756165
37,0.008283918723464012,0.006471730303019285,2.840559959411621,2.2163145542144775,0.004117488861083984,0.47971487045288086,0.1445305347442627,113.33691906929016
38,0.00840799231082201,0.01151245180517435,2.8107807636260986,2.161174774169922,0.0034723281860351562,0.5246701240539551,0.12493586540222168,116.14778113365173
39,0.0067914389073848724,0.00867524929344654,2.7659831047058105,2.1281778812408447,0.0037691593170166016,0.5030157566070557,0.13478946685791016,118.91384816169739
40,0.006647589150816202,0.006432965397834778,2.79936146736145,2.190504550933838,0.0032515525817871094,0.49616384506225586,0.11269307136535645,121.71330761909485
41,0.007371178362518549,0.00630223797634244,2.8251500129699707,2.1508474349975586,0.0023636817932128906,0.5422511100769043,0.1320514678955078,124.53854537010193
42,0.005920472554862499,0.011975322850048542,2.781890869140625,2.189544200897217,0.0027441978454589844,0.4841628074645996,0.1081838607788086,127.32053542137146
43,0.006128015927970409,0.005719637963920832,2.7940046787261963,2.162820339202881,0.0028078556060791016,0.49934864044189453,0.1318356990814209,130.1146252155304
44,0.006029235199093819,0.005868622101843357,2.7645697593688965,2.1603102684020996,0.004142045974731445,0.48713016510009766,0.11712932586669922,132.87928938865662
45,0.006814506836235523,0.007485765963792801,2.8381946086883545,2.236863613128662,0.005708456039428711,0.5223608016967773,0.07897019386291504,135.7175817489624
46,0.005680442787706852,0.007353602442890406,2.847313165664673,2.213296413421631,0.004799842834472656,0.5135560035705566,0.12046074867248535,138.5649812221527
47,0.005974323023110628,0.005533759947866201,2.807222843170166,2.1608755588531494,0.0033721923828125,0.4939913749694824,0.15235590934753418,141.37229752540588
48,0.005423357244580984,0.010132373310625553,2.8543684482574463,2.2647972106933594,0.0034704208374023438,0.4725000858306885,0.11707115173339844,144.2267484664917
49,0.005479748826473951,0.004409320652484894,2.853389263153076,2.1854987144470215,0.003493785858154297,0.4811384677886963,0.1867520809173584,147.08022022247314
50,0.006630843970924616,0.00561901181936264,2.9064598083496094,2.283480405807495,0.0034589767456054688,0.47490382194519043,0.14807558059692383,149.98677349090576
51,0.00458676740527153,0.007116169668734074,2.7981834411621094,2.1620094776153564,0.004601955413818359,0.4858739376068115,0.1503000259399414,152.7850694656372
52,0.0060571893118321896,0.005783365108072758,2.8051609992980957,2.1687631607055664,0.002718210220336914,0.4660463333129883,0.17035150527954102,155.59033703804016
53,0.004865776281803846,0.004024399910122156,2.8517239093780518,2.180811882019043,0.00516200065612793,0.47650814056396484,0.19440388679504395,158.4421832561493
54,0.005569713655859232,0.004261824302375317,2.7960174083709717,2.192218065261841,0.002581357955932617,0.5016040802001953,0.10219526290893555,161.23829817771912
55,0.0045379893854260445,0.0035561365075409412,2.828787088394165,2.2008042335510254,0.0032949447631835938,0.48795318603515625,0.1400296688079834,164.06717133522034
56,0.004453494679182768,0.005739293061196804,2.800339460372925,2.1963632106781006,0.002529144287109375,0.48587703704833984,0.11809921264648438,166.8676040172577
57,0.0051540290005505085,0.008592801168560982,2.8427114486694336,2.2157697677612305,0.003974437713623047,0.47560572624206543,0.1513359546661377,169.71041536331177
58,0.0046745543368160725,0.003474500961601734,2.868696689605713,2.228238821029663,0.0030393600463867188,0.49109506607055664,0.14936280250549316,172.57921147346497
59,0.004220217932015657,0.004000836983323097,2.8728177547454834,2.2167537212371826,0.0040988922119140625,0.47086048126220703,0.18520355224609375,175.4521222114563
60,0.0053317048586905,0.0038520852103829384,2.715693712234497,2.133666753768921,0.0032913684844970703,0.4753141403198242,0.10671281814575195,178.1679186820984
61,0.004240541253238916,0.002970821224153042,2.8575031757354736,2.2083866596221924,0.0033721923828125,0.46079468727111816,0.18832182884216309,181.0255262851715
62,0.0050164926797151566,0.003392189508304,2.8256189823150635,2.1912989616394043,0.004687070846557617,0.4923429489135742,0.14197707176208496,183.85122966766357
63,0.00478637358173728,0.004690295085310936,2.8117573261260986,2.2029874324798584,0.004302501678466797,0.4985020160675049,0.11026787757873535,186.66306972503662
64,0.004420359153300524,0.0049729556776583195,2.839897632598877,2.1768555641174316,0.003233194351196289,0.4852294921875,0.1778125762939453,189.50306630134583
65,0.0039854529313743114,0.0042147887870669365,2.9033024311065674,2.2806272506713867,0.003101825714111328,0.4681663513183594,0.1545088291168213,192.40648937225342
66,0.006308071315288544,0.0028100295457988977,2.8391988277435303,2.2100257873535156,0.0040683746337890625,0.518634557723999,0.11053848266601562,195.24577450752258
67,0.004221827257424593,0.0032982006669044495,2.9106593132019043,2.3149776458740234,0.003957509994506836,0.4969010353088379,0.09878063201904297,198.15653204917908
68,0.004187894053757191,0.004491106607019901,2.8332815170288086,2.1771090030670166,0.004349231719970703,0.4847090244293213,0.1714634895324707,200.98991107940674
69,0.003587849671021104,0.002817259170114994,2.815901517868042,2.207975387573242,0.0034215450286865234,0.5164675712585449,0.09145855903625488,203.80591559410095
70,0.003925842233002186,0.0029214643873274326,2.866818904876709,2.231175422668457,0.0022127628326416016,0.4660918712615967,0.16955161094665527,206.67282795906067
71,0.004123177379369736,0.003082322422415018,2.759138345718384,2.1666135787963867,0.003030538558959961,0.509995698928833,0.08252906799316406,209.43207597732544
72,0.003510831156745553,0.002573905047029257,2.86440110206604,2.205413341522217,0.0037190914154052734,0.517798662185669,0.1411890983581543,212.29656171798706
73,0.004406294319778681,0.003260522149503231,2.8801374435424805,2.2073864936828613,0.004214048385620117,0.4815537929534912,0.19119715690612793,215.1767852306366
74,0.003475092351436615,0.003145089838653803,2.7895455360412598,2.1964757442474365,0.002410888671875,0.4706859588623047,0.12238383293151855,217.96641302108765
75,0.004216629080474377,0.0037845135666429996,2.7890682220458984,2.187248468399048,0.003612518310546875,0.49999380111694336,0.10182595252990723,220.75556564331055
76,0.0034760062117129564,0.0032303505577147007,2.888021230697632,2.25699520111084,0.003155946731567383,0.5028493404388428,0.12817668914794922,223.64369416236877
77,0.003673325292766094,0.0027047835756093264,2.863593101501465,2.2483088970184326,0.0030438899993896484,0.49279046058654785,0.12249374389648438,226.50740146636963
78,0.0038780434988439083,0.0039054909721016884,2.8137128353118896,2.1828341484069824,0.0031516551971435547,0.49243617057800293,0.1384425163269043,229.32121396064758
79,0.003961731214076281,0.0035051729064434767,2.9051504135131836,2.258723497390747,0.0034971237182617188,0.5074560642242432,0.13897085189819336,232.22645831108093
80,0.003563483478501439,0.002886930014938116,2.870326042175293,2.241766929626465,0.0034210681915283203,0.5267956256866455,0.10176348686218262,235.09687066078186
81,0.0040222518146038055,0.0024204496294260025,6.863027811050415,6.231457471847534,0.00435328483581543,0.4962174892425537,0.13535284996032715,241.9600043296814
82,0.003325651865452528,0.004158776719123125,2.841221809387207,2.2381584644317627,0.0041124820709228516,0.5021874904632568,0.1008758544921875,244.8013379573822
83,0.004209713079035282,0.002716479357331991,2.8795530796051025,2.2781240940093994,0.0032262802124023438,0.5136792659759521,0.08774971961975098,247.68097400665283
84,0.003850021632388234,0.0040588839910924435,2.8905105590820312,2.21366024017334,0.003912925720214844,0.5019083023071289,0.1749420166015625,250.57158398628235
85,0.0031902857590466738,0.002342959400266409,2.795060157775879,2.179896116256714,0.004414081573486328,0.4779012203216553,0.13726282119750977,253.36675000190735
86,0.003343015443533659,0.0034902463667094707,2.9017422199249268,2.250994920730591,0.003607034683227539,0.4703960418701172,0.18035125732421875,256.2685990333557
87,0.003286568680778146,0.006505139172077179,2.8724637031555176,2.2197136878967285,0.0020401477813720703,0.44907665252685547,0.2036733627319336,259.1411919593811
88,0.00406561978161335,0.00457366555929184,2.8624348640441895,2.198732376098633,0.0029938220977783203,0.47731518745422363,0.186387300491333,262.0037341117859
89,0.0034543685615062714,0.006241992581635714,2.9008877277374268,2.256258726119995,0.002828359603881836,0.4678623676300049,0.17676663398742676,264.90471720695496
90,0.0030884253792464733,0.002631890820339322,2.9159367084503174,2.2645676136016846,0.0036573410034179688,0.4913477897644043,0.16002130508422852,267.82077264785767
91,0.0035052180755883455,0.004199555609375238,2.8466672897338867,2.2052414417266846,0.004929304122924805,0.48163747787475586,0.1597883701324463,270.66754484176636
92,0.0032134081702679396,0.0024326101411134005,2.830436944961548,2.196183681488037,0.004519462585449219,0.5239543914794922,0.11029887199401855,273.49807953834534
93,0.003321596421301365,0.005889611318707466,2.8261289596557617,2.1856937408447266,0.003715991973876953,0.4988698959350586,0.14156532287597656,276.3243043422699
94,0.0035434002056717873,0.0020573241636157036,2.845766544342041,2.2185275554656982,0.003259897232055664,0.4658820629119873,0.16135692596435547,279.1701657772064
