epoch,acc_train,acc_test,time_epoch,time_train,time_train_step,time_test,time_test_allreduce,time
0,2.604832410812378,0.039160724729299545,8.20371961593628,7.6158976554870605,0.00478053092956543,0.46030473709106445,0.1275172233581543,8.203756332397461
1,0.037333421409130096,0.034306883811950684,2.1695456504821777,1.465317726135254,0.003738880157470703,0.46494460105895996,0.23928332328796387,10.373415231704712
2,0.03273342177271843,0.03031604364514351,2.2164266109466553,1.5327584743499756,0.004242897033691406,0.4489021301269531,0.23476600646972656,12.589958906173706
3,0.07227347046136856,0.10107403993606567,2.17954421043396,1.5428271293640137,0.0021767616271972656,0.46228623390197754,0.17443084716796875,14.769639492034912
4,0.08426444232463837,0.082776740193367,2.1273880004882812,1.5252907276153564,0.0040493011474609375,0.4716529846191406,0.13044428825378418,16.897154092788696
5,0.08138298243284225,0.07927524298429489,2.1247670650482178,1.5157713890075684,0.0054781436920166016,0.44667649269104004,0.16231918334960938,19.02207374572754
6,0.07823610305786133,0.074758380651474,2.149041175842285,1.5438954830169678,0.0034694671630859375,0.46103429794311523,0.14411139488220215,21.171264171600342
7,0.09005530178546906,0.08337097615003586,2.150385618209839,1.5251100063323975,0.004513740539550781,0.4204540252685547,0.20482158660888672,23.321792364120483
8,0.08328503370285034,0.08335789293050766,2.1448562145233154,1.522730827331543,0.003780841827392578,0.49692416191101074,0.12520122528076172,25.46674871444702
9,0.08345909416675568,0.0833582729101181,2.194237232208252,1.5348408222198486,0.004262208938598633,0.44263601303100586,0.21676039695739746,27.66110110282898
10,0.08324600011110306,0.08335880935192108,2.1347222328186035,1.4967591762542725,0.0038857460021972656,0.46842217445373535,0.1695408821105957,29.795955896377563
11,0.08364167809486389,0.08335694670677185,2.0962183475494385,1.4892675876617432,0.0043675899505615234,0.4517247676849365,0.1552259922027588,31.89231038093567
12,0.08362273871898651,0.08335942029953003,2.1477768421173096,1.4835567474365234,0.006181955337524414,0.4488801956176758,0.21533989906311035,34.04024839401245
13,0.08346442133188248,0.08336234837770462,2.099184036254883,1.4747486114501953,0.0033576488494873047,0.4575164318084717,0.16691899299621582,36.13956809043884
14,0.08333960175514221,0.08335735648870468,2.1247622966766357,1.5068206787109375,0.0039000511169433594,0.5055572986602783,0.11238431930541992,38.26444911956787
15,0.083656445145607,0.08336089551448822,2.085723638534546,1.4758493900299072,0.004150867462158203,0.431689977645874,0.17818427085876465,40.350298166275024
16,0.08260189741849899,0.083359494805336,2.176819324493408,1.4764702320098877,0.00563502311706543,0.46441197395324707,0.23593711853027344,42.52724552154541
17,0.08343788236379623,0.08336102217435837,2.1457138061523438,1.5371038913726807,0.005618572235107422,0.47922539710998535,0.12938451766967773,44.67308473587036
18,0.08323423564434052,0.0833674892783165,2.116352081298828,1.4944121837615967,0.004220247268676758,0.43891382217407227,0.18302607536315918,46.78955268859863
19,0.08316776156425476,0.08335800468921661,2.157959222793579,1.4850246906280518,0.005370378494262695,0.4334738254547119,0.23946070671081543,48.9476261138916
20,0.08325323462486267,0.08337311446666718,2.0629568099975586,1.4541187286376953,0.004223346710205078,0.45404934883117676,0.15478873252868652,51.010725259780884
21,0.08316460251808167,0.08336000144481659,2.0740737915039062,1.5006816387176514,0.0034198760986328125,0.43172550201416016,0.14166665077209473,53.08491134643555
22,0.08316168189048767,0.08335777372121811,2.1506385803222656,1.5274810791015625,0.005369424819946289,0.4639465808868408,0.1592109203338623,55.235660791397095
23,0.08350465446710587,0.0833599790930748,2.1099650859832764,1.4878604412078857,0.003664731979370117,0.4124000072479248,0.20970463752746582,57.34575271606445
24,0.0829530581831932,0.08336181193590164,2.1341214179992676,1.53253173828125,0.0039272308349609375,0.49529075622558594,0.10629892349243164,59.4799690246582
25,0.08327260613441467,0.08336130529642105,2.1437151432037354,1.5138828754425049,0.0046520233154296875,0.45816540718078613,0.17166686058044434,61.623801708221436
26,0.08314698934555054,0.08335967361927032,2.1462020874023438,1.5436878204345703,0.0036993026733398438,0.4446537494659424,0.15786051750183105,63.77014136314392
27,0.08352519571781158,0.08337393403053284,2.1314399242401123,1.4939537048339844,0.004242897033691406,0.454150915145874,0.1833353042602539,65.90172863006592
28,0.08341698348522186,0.0833822712302208,2.131221055984497,1.4970381259918213,0.0024421215057373047,0.46595120429992676,0.16823172569274902,68.03308629989624
29,0.08304192870855331,0.08335735648870468,2.1602728366851807,1.5154905319213867,0.004590272903442383,0.469423770904541,0.17535853385925293,70.19350028038025
30,0.08322933316230774,0.08336752653121948,2.1629154682159424,1.539642572402954,0.00445246696472168,0.462491512298584,0.1607813835144043,72.3565468788147
31,0.0830722227692604,0.08337348699569702,2.1261048316955566,1.5159022808074951,0.00305938720703125,0.45383739471435547,0.15636515617370605,74.48278307914734
32,0.08362427353858948,0.0833585262298584,2.135035276412964,1.4959895610809326,0.004371166229248047,0.4642333984375,0.17481231689453125,76.61793875694275
33,0.08309730142354965,0.08336694538593292,2.1021385192871094,1.469686508178711,0.0035622119903564453,0.43418049812316895,0.1982715129852295,78.72018790245056
34,0.08373433351516724,0.08336646854877472,2.118401527404785,1.4767684936523438,0.004317283630371094,0.41791796684265137,0.22371506690979004,80.83869910240173
35,0.08138687163591385,0.0849565863609314,2.1376774311065674,1.5014405250549316,0.0054931640625,0.4352383613586426,0.20099854469299316,82.97651696205139
36,0.08352961391210556,0.08282169699668884,2.1369740962982178,1.516162633895874,0.0037598609924316406,0.45157623291015625,0.1692352294921875,85.11362314224243
37,0.06984705477952957,0.055588480085134506,2.2250044345855713,1.5660569667816162,0.0030519962310791016,0.4803192615509033,0.17862820625305176,87.33876585960388
38,0.05614488199353218,0.0634627640247345,2.169907808303833,1.553055763244629,0.0032100677490234375,0.4525439739227295,0.1643080711364746,89.50880026817322
39,0.05471864715218544,0.049905840307474136,2.1350724697113037,1.4890494346618652,0.005049705505371094,0.4335448741912842,0.2124781608581543,91.64401316642761
40,0.05151097849011421,0.06870725750923157,2.100398302078247,1.474457025527954,0.00360870361328125,0.43185949325561523,0.19408178329467773,93.7445433139801
41,0.05405519902706146,0.04688740521669388,2.098389148712158,1.4848580360412598,0.004567146301269531,0.48647475242614746,0.12705636024475098,95.84303402900696
42,0.05878989398479462,0.0918809324502945,2.053213119506836,1.4767482280731201,0.0055315494537353516,0.4664645195007324,0.1100003719329834,97.89636540412903
43,0.08403217792510986,0.0833461806178093,2.126832962036133,1.456578254699707,0.003489255905151367,0.46258115768432617,0.2076735496520996,100.02333450317383
44,0.08345363289117813,0.08334602415561676,2.125270366668701,1.5003173351287842,0.0046520233154296875,0.4546470642089844,0.17030596733093262,102.14872717857361
