epoch,acc_train,acc_test,time_epoch,time_train,time_train_step,time_test,time_test_allreduce,time
0,0.07589513063430786,0.025743626058101654,13.710267543792725,12.677760124206543,0.0026395320892333984,0.9110286235809326,0.12147879600524902,13.710296869277954
1,0.02591876871883869,0.022301703691482544,7.655947685241699,6.558953285217285,0.0023233890533447266,0.9007987976074219,0.1961956024169922,21.366373300552368
2,0.02274070680141449,0.020296795293688774,7.806541442871094,6.440250635147095,0.002350330352783203,0.9145596027374268,0.45173120498657227,29.1729953289032
3,0.020747462287545204,0.016687141731381416,7.3500425815582275,6.310181140899658,0.0025594234466552734,0.9064750671386719,0.13338637351989746,36.52312874794006
4,0.0221678726375103,0.015625914558768272,7.594416856765747,6.457835674285889,0.0032863616943359375,0.8975460529327393,0.23903512954711914,44.11762523651123
5,0.0189836248755455,0.01435147039592266,7.624572038650513,6.394837141036987,0.0042171478271484375,0.9048914909362793,0.3248434066772461,51.74228644371033
6,0.016069481149315834,0.016451310366392136,7.433151960372925,6.3132922649383545,0.002501249313354492,0.9248147010803223,0.19504499435424805,59.17555022239685
7,0.01429749559611082,0.012899301946163177,7.647293567657471,6.545854330062866,0.0027399063110351562,0.9670920372009277,0.13434720039367676,66.82298707962036
8,0.012884804978966713,0.011050676926970482,7.447005033493042,6.401058912277222,0.0028002262115478516,0.9394681453704834,0.10647797584533691,74.27010440826416
9,0.01198846660554409,0.012606564909219742,7.623227596282959,6.495266675949097,0.004279375076293945,0.9957942962646484,0.13216662406921387,81.8934919834137
10,0.011561596766114235,0.01063469797372818,7.562063694000244,6.420367240905762,0.003153085708618164,1.0175468921661377,0.12414956092834473,89.45566582679749
11,0.010391252115368843,0.015124116092920303,7.423722267150879,6.287019491195679,0.002574920654296875,0.977393627166748,0.15930914878845215,96.87947297096252
12,0.009131683968007565,0.007989414967596531,7.337232828140259,6.304161787033081,0.0026128292083740234,0.991567850112915,0.041503190994262695,104.21681141853333
13,0.008886758238077164,0.006574690341949463,7.5381762981414795,6.4221251010894775,0.003151416778564453,1.0107479095458984,0.10530328750610352,111.75509810447693
